,Category
13242,0
13243,1
13244,1
13245,1
13246,1
13247,1
13248,0
13249,1
13250,0
13251,0
13252,1
13253,1
13254,0
13255,0
13256,1
13257,1
13258,0
13259,0
13260,1
13261,0
13262,1
13263,1
13264,1
13265,0
13266,0
13267,0
13268,0
13269,0
13270,1
13271,0
13272,1
13273,0
13274,1
13275,0
13276,0
13277,1
13278,0
13279,0
13280,1
13281,0
13282,0
13283,1
13284,0
13285,0
13286,0
13287,1
13288,1
13289,1
13290,1
13291,0
13292,1
13293,1
13294,0
13295,0
13296,0
13297,1
13298,1
13299,1
13300,0
13301,1
13302,1
13303,0
13304,1
13305,1
13306,1
13307,0
13308,0
13309,0
13310,0
13311,1
13312,1
13313,1
13314,0
13315,0
13316,1
13317,0
13318,1
13319,1
13320,1
13321,1
13322,1
13323,0
13324,0
13325,1
13326,0
13327,0
13328,1
13329,0
13330,1
13331,1
13332,0
13333,0
13334,1
13335,0
13336,1
13337,0
13338,0
13339,0
13340,1
13341,1
13342,0
13343,1
13344,0
13345,0
13346,0
13347,0
13348,0
13349,1
13350,0
13351,0
13352,1
13353,1
13354,0
13355,0
13356,1
13357,0
13358,0
13359,1
13360,1
13361,1
13362,1
13363,1
13364,1
13365,1
13366,1
13367,1
13368,1
13369,1
13370,1
13371,0
13372,1
13373,1
13374,0
13375,0
13376,0
13377,0
13378,1
13379,1
13380,1
13381,0
13382,0
13383,0
13384,1
13385,1
13386,1
13387,0
13388,0
13389,1
13390,0
13391,1
13392,1
13393,1
13394,1
13395,0
13396,0
13397,1
13398,1
13399,0
13400,1
13401,0
13402,0
13403,0
13404,0
13405,1
13406,0
13407,0
13408,1
13409,0
13410,1
13411,0
13412,0
13413,0
13414,0
13415,0
13416,0
13417,0
13418,0
13419,0
13420,0
13421,0
13422,0
13423,0
13424,1
13425,0
13426,1
13427,1
13428,0
13429,1
13430,0
13431,1
13432,1
13433,1
13434,1
13435,0
13436,0
13437,0
13438,0
13439,0
13440,1
13441,0
13442,1
13443,1
13444,1
13445,1
13446,0
13447,0
13448,1
13449,1
13450,0
13451,1
13452,0
13453,0
13454,0
13455,1
13456,1
13457,0
13458,1
13459,1
13460,1
13461,1
13462,1
13463,0
13464,1
13465,1
13466,0
13467,1
13468,1
13469,1
13470,0
13471,1
13472,1
13473,1
13474,1
13475,0
13476,1
13477,0
13478,1
13479,1
13480,1
13481,1
13482,1
13483,0
13484,0
13485,1
13486,1
13487,0
13488,0
13489,1
13490,1
13491,0
13492,1
13493,1
13494,0
13495,0
13496,1
13497,0
13498,1
13499,0
13500,0
13501,1
13502,0
13503,0
13504,1
13505,1
13506,1
13507,1
13508,1
13509,1
13510,1
13511,1
13512,1
13513,1
13514,0
13515,1
13516,1
13517,0
13518,1
13519,1
13520,1
13521,1
13522,1
13523,0
13524,1
13525,0
13526,1
13527,0
13528,1
13529,0
13530,0
13531,1
13532,1
13533,1
13534,1
13535,1
13536,0
13537,1
13538,1
13539,1
13540,1
13541,0
13542,1
13543,0
13544,1
13545,1
13546,0
13547,1
13548,0
13549,1
13550,0
13551,1
13552,0
13553,0
13554,1
13555,0
13556,1
13557,0
13558,0
13559,0
13560,0
13561,1
13562,1
13563,1
13564,1
13565,1
13566,1
13567,1
13568,0
13569,0
13570,0
13571,0
13572,1
13573,1
13574,1
13575,1
13576,1
13577,0
13578,0
13579,1
13580,1
13581,0
13582,1
13583,1
13584,0
13585,0
13586,1
13587,0
13588,1
13589,1
13590,0
13591,1
13592,1
13593,0
13594,0
13595,1
13596,0
13597,1
13598,0
13599,1
13600,1
13601,0
13602,0
13603,1
13604,0
13605,0
13606,1
13607,0
13608,0
13609,1
13610,0
13611,1
13612,0
13613,1
13614,0
13615,1
13616,1
13617,0
13618,0
13619,1
13620,0
13621,1
13622,1
13623,0
13624,0
13625,0
13626,0
13627,1
13628,1
13629,0
13630,0
13631,0
13632,0
13633,1
13634,0
13635,1
13636,1
13637,1
13638,1
13639,1
13640,1
13641,1
13642,1
13643,0
13644,1
13645,0
13646,1
13647,0
13648,0
13649,0
13650,1
13651,0
13652,0
13653,1
13654,0
13655,1
13656,0
13657,0
13658,1
13659,1
13660,0
13661,0
13662,0
13663,1
13664,0
13665,0
13666,1
13667,0
13668,1
13669,0
13670,0
13671,1
13672,0
13673,1
13674,0
13675,0
13676,1
13677,1
13678,1
13679,0
13680,0
13681,1
13682,1
13683,0
13684,0
13685,0
13686,0
13687,0
13688,1
13689,1
13690,1
13691,1
13692,1
13693,1
13694,1
13695,1
13696,0
13697,1
13698,1
13699,1
13700,0
13701,0
13702,0
13703,1
13704,1
13705,1
13706,1
13707,0
13708,1
13709,0
13710,1
13711,1
13712,0
13713,0
13714,0
13715,1
13716,0
13717,1
13718,0
13719,1
13720,1
13721,0
13722,0
13723,0
13724,0
13725,1
13726,0
13727,0
13728,1
13729,1
13730,0
13731,1
13732,1
13733,0
13734,1
13735,0
13736,0
13737,1
13738,0
13739,1
13740,1
13741,1
13742,0
13743,1
13744,1
13745,0
13746,1
13747,1
13748,1
13749,0
13750,1
13751,1
13752,0
13753,1
13754,1
13755,0
13756,0
13757,0
13758,0
13759,1
13760,0
13761,0
13762,0
13763,1
13764,1
13765,0
13766,1
13767,0
13768,1
13769,0
13770,1
13771,1
13772,1
13773,0
13774,1
13775,1
13776,1
13777,0
13778,1
13779,1
13780,0
13781,1
13782,1
13783,0
13784,1
13785,0
13786,1
13787,1
13788,0
13789,1
13790,1
13791,0
13792,0
13793,1
13794,1
13795,0
13796,0
13797,0
13798,1
13799,0
13800,0
13801,1
13802,0
13803,0
13804,0
13805,0
13806,1
13807,0
13808,0
13809,1
13810,0
13811,1
13812,1
13813,0
13814,0
13815,1
13816,1
13817,0
13818,0
13819,0
13820,1
13821,1
13822,0
13823,0
13824,1
13825,0
13826,0
13827,1
13828,1
13829,0
13830,0
13831,1
13832,1
13833,0
13834,0
13835,1
13836,1
13837,0
13838,1
13839,1
13840,1
13841,1
13842,1
13843,0
13844,0
13845,0
13846,1
13847,1
13848,1
13849,0
13850,0
13851,0
13852,0
13853,1
13854,0
13855,1
13856,0
13857,0
13858,1
13859,0
13860,0
13861,0
13862,1
13863,1
13864,1
13865,0
13866,0
13867,1
13868,0
13869,0
13870,0
13871,0
13872,0
13873,0
13874,1
13875,0
13876,0
13877,1
13878,1
13879,1
13880,1
13881,0
13882,0
13883,1
13884,0
13885,0
13886,0
13887,1
13888,0
13889,1
13890,1
13891,0
13892,1
13893,0
13894,1
13895,1
13896,1
13897,0
13898,0
13899,1
13900,1
13901,1
13902,1
13903,0
13904,1
13905,1
13906,0
13907,1
13908,0
13909,0
13910,1
13911,0
13912,0
13913,1
13914,0
13915,0
13916,1
13917,0
13918,0
13919,0
13920,1
13921,1
13922,0
13923,1
13924,1
13925,1
13926,0
13927,1
13928,1
13929,0
13930,0
13931,1
13932,1
13933,1
13934,0
13935,0
13936,0
13937,0
13938,0
13939,0
13940,1
13941,0
13942,0
13943,0
13944,0
13945,1
13946,1
13947,0
13948,0
13949,1
13950,1
13951,0
13952,1
13953,0
13954,1
13955,1
13956,1
13957,1
13958,0
13959,0
13960,0
13961,0
13962,0
13963,0
13964,0
13965,0
13966,0
13967,1
13968,1
13969,0
13970,0
13971,0
13972,0
13973,1
13974,1
13975,0
13976,0
13977,1
13978,0
13979,0
13980,1
13981,1
13982,1
13983,0
13984,0
13985,0
13986,1
13987,0
13988,0
13989,1
13990,0
13991,0
13992,1
13993,0
13994,1
13995,1
13996,1
13997,1
13998,1
13999,0
14000,1
14001,0
14002,1
14003,1
14004,1
14005,1
14006,1
14007,0
14008,1
14009,0
14010,1
14011,0
14012,0
14013,0
14014,0
14015,0
14016,1
14017,1
14018,1
14019,0
14020,1
14021,0
14022,1
14023,1
14024,0
14025,1
14026,0
14027,0
14028,0
14029,0
14030,0
14031,1
14032,1
14033,1
14034,1
14035,1
14036,0
14037,0
14038,0
14039,0
14040,0
14041,1
14042,0
14043,0
14044,1
14045,0
14046,1
14047,0
14048,1
14049,0
14050,1
14051,1
14052,0
14053,0
14054,0
14055,1
14056,1
14057,0
14058,0
14059,1
14060,0
14061,1
14062,0
14063,1
14064,0
14065,1
14066,0
14067,1
14068,0
14069,1
14070,0
14071,0
14072,0
14073,1
14074,1
14075,0
14076,1
14077,0
14078,1
14079,1
14080,0
14081,0
14082,1
14083,0
14084,0
14085,0
14086,1
14087,0
14088,1
14089,0
14090,1
14091,1
14092,1
14093,1
14094,1
14095,0
14096,1
14097,1
14098,0
14099,1
14100,1
14101,1
14102,1
14103,0
14104,0
14105,1
14106,1
14107,0
14108,0
14109,1
14110,0
14111,1
14112,1
14113,1
14114,0
14115,0
14116,1
14117,1
14118,0
14119,0
14120,0
14121,0
14122,1
14123,0
14124,1
14125,0
14126,1
14127,1
14128,0
14129,1
14130,1
14131,0
14132,1
14133,1
14134,0
14135,1
14136,1
14137,1
14138,0
14139,1
14140,0
14141,1
14142,0
14143,1
14144,0
14145,0
14146,0
14147,0
14148,1
14149,0
14150,1
14151,0
14152,1
14153,1
14154,1
14155,0
14156,0
14157,1
14158,0
14159,1
14160,1
14161,1
14162,1
14163,0
14164,1
14165,0
14166,0
14167,0
14168,1
14169,0
14170,1
14171,1
14172,1
14173,1
14174,0
14175,1
14176,0
14177,1
14178,1
14179,0
14180,0
14181,1
14182,1
14183,1
14184,0
14185,0
14186,0
14187,0
14188,1
14189,0
14190,0
14191,1
14192,1
14193,1
14194,1
14195,0
14196,0
14197,1
14198,1
14199,0
14200,1
14201,1
14202,0
14203,1
14204,0
14205,1
14206,1
14207,0
14208,0
14209,1
14210,0
14211,1
14212,0
14213,1
14214,1
14215,0
14216,0
14217,1
14218,0
14219,0
14220,0
14221,1
14222,1
14223,1
14224,1
14225,0
14226,0
14227,1
14228,1
14229,0
14230,0
14231,0
14232,1
14233,0
14234,1
14235,0
14236,1
14237,0
14238,1
14239,1
14240,1
14241,0
14242,0
14243,1
14244,1
14245,0
14246,0
14247,0
14248,1
14249,1
14250,0
14251,1
14252,0
14253,1
14254,0
14255,1
14256,1
14257,1
14258,1
14259,0
14260,1
14261,0
14262,1
14263,1
14264,0
14265,1
14266,0
14267,0
14268,0
14269,0
14270,0
14271,0
14272,1
14273,1
14274,1
14275,1
14276,1
14277,0
14278,0
14279,0
14280,1
14281,0
14282,0
14283,0
14284,0
14285,0
14286,1
14287,1
14288,0
14289,1
14290,1
14291,0
14292,1
14293,1
14294,1
14295,1
14296,1
14297,1
14298,1
14299,1
14300,1
14301,1
14302,1
14303,1
14304,1
14305,1
14306,0
14307,0
14308,0
14309,1
14310,0
14311,0
14312,0
14313,0
14314,0
14315,1
14316,1
14317,1
14318,0
14319,1
14320,1
14321,0
14322,1
14323,0
14324,0
14325,1
14326,0
14327,1
14328,0
14329,0
14330,0
14331,0
14332,0
14333,1
14334,0
14335,1
14336,0
14337,0
14338,1
14339,1
14340,1
14341,1
14342,0
14343,0
14344,0
14345,1
14346,0
14347,0
14348,0
14349,0
14350,1
14351,1
14352,0
14353,1
14354,1
14355,0
14356,1
14357,1
14358,0
14359,1
14360,0
14361,0
14362,1
14363,1
14364,1
14365,0
14366,1
14367,1
14368,0
14369,0
14370,0
14371,1
14372,1
14373,0
14374,0
14375,0
14376,0
14377,1
14378,0
14379,1
14380,0
14381,1
14382,0
14383,1
14384,0
14385,1
14386,1
14387,0
14388,0
14389,1
14390,1
14391,1
14392,0
14393,1
14394,0
14395,0
14396,1
14397,0
14398,1
14399,1
14400,1
14401,0
14402,0
14403,0
14404,1
14405,1
14406,1
14407,1
14408,0
14409,1
14410,0
14411,0
14412,1
14413,0
14414,1
14415,0
14416,0
14417,1
14418,0
14419,0
14420,0
14421,0
14422,0
14423,1
14424,0
14425,1
14426,0
14427,1
14428,0
14429,0
14430,0
14431,0
14432,0
14433,0
14434,0
14435,1
14436,0
14437,1
14438,1
14439,1
14440,0
14441,0
14442,0
14443,1
14444,1
14445,1
14446,1
14447,1
14448,1
14449,0
14450,0
14451,0
14452,0
14453,0
14454,1
14455,0
14456,1
14457,1
14458,0
14459,0
14460,0
14461,0
14462,1
14463,1
14464,1
14465,1
14466,1
14467,1
14468,0
14469,0
14470,1
14471,1
14472,1
14473,0
14474,0
14475,0
14476,0
14477,1
14478,1
14479,1
14480,1
14481,0
14482,0
14483,0
14484,0
14485,0
14486,0
14487,0
14488,0
14489,0
14490,1
14491,1
14492,0
14493,1
14494,0
14495,1
14496,1
14497,0
14498,0
14499,1
14500,1
14501,1
14502,0
14503,0
14504,0
14505,0
14506,0
14507,1
14508,0
14509,1
14510,1
14511,1
14512,0
14513,1
14514,0
14515,0
14516,0
14517,0
14518,0
14519,0
14520,1
14521,1
14522,1
14523,0
14524,0
14525,1
14526,1
14527,0
14528,1
14529,1
14530,0
14531,1
14532,0
14533,1
14534,0
14535,0
14536,0
14537,0
14538,1
14539,1
14540,0
14541,1
14542,1
14543,1
14544,1
14545,1
14546,0
14547,1
14548,0
14549,0
14550,0
14551,0
14552,0
14553,0
14554,1
14555,1
14556,0
14557,1
14558,0
14559,1
14560,0
14561,1
14562,0
14563,0
14564,1
14565,0
14566,0
14567,0
14568,0
14569,0
14570,0
14571,0
14572,0
14573,0
14574,0
14575,0
14576,1
14577,1
14578,0
14579,1
14580,0
14581,1
14582,0
14583,0
14584,0
14585,0
14586,1
14587,0
14588,1
14589,1
14590,1
14591,0
14592,0
14593,0
14594,0
14595,0
14596,1
14597,1
14598,0
14599,0
14600,1
14601,0
14602,1
14603,0
14604,0
14605,0
14606,1
14607,0
14608,1
14609,1
14610,0
14611,1
14612,1
14613,1
14614,0
14615,0
14616,0
14617,1
14618,1
14619,1
14620,1
14621,0
14622,0
14623,0
14624,1
14625,0
14626,0
14627,1
14628,0
14629,0
14630,1
14631,1
14632,0
14633,0
14634,1
14635,0
14636,0
14637,0
14638,1
14639,1
14640,0
14641,1
14642,0
14643,1
14644,0
14645,1
14646,1
14647,1
14648,1
14649,0
14650,0
14651,1
14652,0
14653,0
14654,0
14655,0
14656,1
14657,0
14658,1
14659,1
14660,1
14661,1
14662,0
14663,0
14664,1
14665,1
14666,0
14667,0
14668,0
14669,0
14670,0
14671,1
14672,1
14673,0
14674,0
14675,0
14676,1
14677,0
14678,0
14679,1
14680,1
14681,0
14682,1
14683,1
14684,1
14685,1
14686,0
14687,0
14688,1
14689,0
14690,0
14691,1
14692,1
14693,1
14694,1
14695,0
14696,1
14697,0
14698,0
14699,1
14700,0
14701,0
14702,1
14703,0
14704,0
14705,0
14706,1
14707,0
14708,0
14709,0
14710,0
14711,0
14712,1
14713,1
14714,0
14715,1
14716,1
14717,1
14718,0
14719,0
14720,0
14721,1
14722,0
14723,1
14724,0
14725,1
14726,0
14727,1
14728,1
14729,0
14730,0
14731,1
14732,0
14733,1
14734,0
14735,0
14736,0
14737,0
14738,1
14739,1
14740,1
14741,1
14742,1
14743,1
14744,0
14745,1
14746,0
14747,1
14748,1
14749,0
14750,1
14751,1
14752,1
14753,0
14754,1
14755,1
14756,1
14757,0
14758,0
14759,0
14760,0
14761,0
14762,0
14763,1
14764,1
14765,0
14766,0
14767,0
14768,0
14769,0
14770,0
14771,1
14772,0
14773,1
14774,0
14775,1
14776,0
14777,1
14778,1
14779,1
14780,1
14781,0
14782,1
14783,1
14784,0
14785,0
14786,0
14787,1
14788,0
14789,0
14790,1
14791,0
14792,1
14793,1
14794,0
14795,1
14796,0
14797,1
14798,1
14799,0
14800,0
14801,0
14802,0
14803,0
14804,0
14805,0
14806,1
14807,1
14808,0
14809,0
14810,0
14811,0
14812,0
14813,0
14814,0
14815,0
14816,0
14817,0
14818,0
14819,0
14820,1
14821,0
14822,0
14823,1
14824,0
14825,1
14826,1
14827,1
14828,1
14829,0
14830,0
14831,1
14832,0
14833,0
14834,1
14835,0
14836,0
14837,1
14838,0
14839,0
14840,0
14841,0
14842,0
14843,0
14844,0
14845,0
14846,1
14847,0
14848,1
14849,1
14850,0
14851,0
14852,1
14853,1
14854,1
14855,1
14856,1
14857,1
14858,1
14859,1
14860,1
14861,1
14862,1
14863,1
14864,1
14865,0
14866,0
14867,1
14868,0
14869,0
14870,0
14871,1
14872,1
14873,0
14874,0
14875,1
14876,0
14877,0
14878,1
14879,1
14880,1
14881,1
14882,1
14883,1
14884,1
14885,0
14886,1
14887,0
14888,0
14889,0
14890,1
14891,1
14892,0
14893,1
14894,1
14895,0
14896,1
14897,0
14898,1
14899,0
14900,0
14901,0
14902,0
14903,1
14904,0
14905,0
14906,0
14907,1
14908,1
14909,0
14910,1
14911,1
14912,0
14913,1
14914,0
14915,0
14916,0
14917,1
14918,1
14919,1
14920,1
14921,1
14922,1
14923,1
14924,1
14925,1
14926,0
14927,0
14928,0
14929,0
14930,1
14931,1
14932,1
14933,0
14934,0
14935,1
14936,0
14937,0
14938,0
14939,0
14940,0
14941,0
14942,1
14943,1
14944,0
14945,1
14946,1
14947,0
14948,1
14949,1
14950,1
14951,1
14952,0
14953,1
14954,1
14955,1
14956,1
14957,1
14958,1
14959,1
14960,1
14961,0
14962,0
14963,1
14964,1
14965,0
14966,1
14967,1
14968,0
14969,0
14970,1
14971,0
14972,1
14973,0
14974,0
14975,1
14976,1
14977,0
14978,0
14979,1
14980,0
14981,0
14982,1
14983,0
14984,0
14985,0
14986,0
14987,0
14988,0
14989,0
14990,0
14991,0
14992,1
14993,1
14994,1
14995,0
14996,0
14997,0
14998,1
14999,1
15000,1
15001,0
15002,1
15003,0
15004,1
15005,1
15006,0
15007,0
15008,1
15009,0
15010,1
15011,0
15012,1
15013,1
15014,1
15015,1
15016,1
15017,0
15018,1
15019,0
15020,1
15021,0
15022,1
15023,1
15024,1
15025,1
15026,0
15027,1
15028,1
15029,1
15030,0
15031,1
15032,1
15033,1
15034,0
15035,0
15036,1
15037,1
15038,1
15039,0
15040,0
15041,1
15042,0
15043,0
15044,0
15045,1
15046,1
15047,1
15048,0
15049,0
15050,0
15051,0
15052,0
15053,0
15054,0
15055,1
15056,0
15057,1
15058,1
15059,0
15060,1
15061,0
15062,0
15063,0
15064,0
15065,0
15066,0
15067,1
15068,1
15069,0
15070,0
15071,1
15072,0
15073,0
15074,0
15075,0
15076,1
15077,1
15078,1
15079,1
15080,1
15081,0
15082,0
15083,1
15084,0
15085,0
15086,0
15087,0
15088,1
15089,1
15090,0
15091,1
15092,0
15093,0
15094,1
15095,0
15096,0
15097,1
15098,0
15099,1
15100,0
15101,1
15102,0
15103,0
15104,0
15105,0
15106,0
15107,0
15108,1
15109,0
15110,0
15111,1
15112,0
15113,0
15114,0
15115,0
15116,1
15117,1
15118,1
15119,1
15120,0
15121,1
15122,1
15123,1
15124,1
15125,0
15126,0
15127,1
15128,0
15129,1
15130,1
15131,1
15132,1
15133,0
15134,1
15135,1
15136,1
15137,0
15138,0
15139,1
15140,0
15141,1
15142,1
15143,0
15144,1
15145,0
15146,0
15147,0
15148,1
15149,1
15150,1
15151,1
15152,0
15153,1
15154,0
15155,1
15156,1
15157,1
15158,1
15159,0
15160,0
15161,1
15162,0
15163,1
15164,0
15165,0
15166,0
15167,0
15168,0
15169,1
15170,0
15171,1
15172,0
15173,0
15174,0
15175,1
15176,0
15177,0
15178,1
15179,0
15180,0
15181,0
15182,0
15183,0
15184,1
15185,0
15186,0
15187,1
15188,0
15189,1
15190,0
15191,1
15192,0
15193,0
15194,0
15195,0
15196,0
15197,1
15198,0
15199,0
15200,0
15201,0
15202,1
15203,0
15204,1
15205,1
15206,1
15207,1
15208,1
15209,1
15210,1
15211,0
15212,0
15213,1
15214,1
15215,0
15216,1
15217,0
15218,0
15219,1
15220,0
15221,0
15222,1
15223,0
15224,0
15225,0
15226,0
15227,0
15228,0
15229,1
15230,0
15231,0
15232,1
15233,1
15234,1
15235,0
15236,1
15237,0
15238,0
15239,1
15240,1
15241,0
15242,0
15243,1
15244,0
15245,0
15246,0
15247,0
15248,1
15249,1
15250,0
15251,0
15252,1
15253,0
15254,1
15255,0
15256,1
15257,1
15258,1
15259,0
15260,1
15261,0
15262,1
15263,1
15264,1
15265,1
15266,1
15267,0
15268,1
15269,1
15270,1
15271,1
15272,1
15273,0
15274,0
15275,1
15276,1
15277,0
15278,0
15279,0
15280,0
15281,0
15282,0
15283,0
15284,0
15285,1
15286,1
15287,1
15288,1
15289,0
15290,1
15291,1
15292,0
15293,0
15294,1
15295,0
15296,1
15297,0
15298,0
15299,0
15300,0
15301,1
15302,0
15303,0
15304,1
15305,1
15306,0
15307,1
15308,0
15309,1
15310,1
15311,0
15312,1
15313,0
15314,0
15315,1
15316,0
15317,1
15318,1
15319,1
15320,1
15321,0
15322,1
15323,0
15324,1
15325,0
15326,1
15327,1
15328,1
15329,1
15330,1
15331,1
15332,1
15333,1
15334,0
15335,1
15336,1
15337,1
15338,0
15339,1
15340,1
15341,1
15342,0
15343,0
15344,1
15345,1
15346,1
15347,1
15348,0
15349,1
15350,1
15351,0
15352,0
15353,0
15354,1
15355,0
15356,0
15357,1
15358,1
15359,1
15360,0
15361,1
15362,0
15363,0
15364,1
15365,1
15366,0
15367,0
15368,1
15369,0
15370,0
15371,0
15372,0
15373,1
15374,0
15375,0
15376,0
15377,1
15378,0
15379,1
15380,1
15381,1
15382,1
15383,0
15384,0
15385,1
15386,0
15387,1
15388,1
15389,1
15390,1
15391,0
15392,1
15393,1
15394,0
15395,1
15396,1
15397,1
15398,1
15399,1
15400,1
15401,0
15402,0
15403,0
15404,0
15405,1
15406,1
15407,1
15408,0
15409,1
15410,0
15411,1
15412,1
15413,0
15414,1
15415,1
15416,0
15417,1
15418,0
15419,1
15420,0
15421,0
15422,1
15423,0
15424,0
15425,1
15426,0
15427,1
15428,0
15429,1
15430,0
15431,1
15432,0
15433,0
15434,0
15435,1
15436,0
15437,0
15438,0
15439,0
15440,1
15441,0
15442,0
15443,0
15444,1
15445,0
15446,0
15447,1
15448,1
15449,0
15450,1
15451,0
15452,0
15453,1
15454,0
15455,0
15456,0
15457,0
15458,0
15459,1
15460,0
15461,0
15462,1
15463,1
15464,1
15465,0
15466,1
15467,1
15468,0
15469,1
15470,1
15471,1
15472,0
15473,1
15474,0
15475,0
15476,1
15477,1
15478,0
15479,0
15480,1
15481,0
15482,1
15483,1
15484,0
15485,0
15486,1
15487,0
15488,1
15489,0
15490,1
15491,0
15492,0
15493,1
15494,0
15495,0
15496,1
15497,1
15498,0
15499,1
15500,0
15501,0
15502,1
15503,0
15504,1
15505,0
15506,0
15507,1
15508,1
15509,1
15510,1
15511,0
15512,1
15513,1
15514,1
15515,0
15516,1
15517,0
15518,0
15519,1
15520,1
15521,1
15522,1
15523,0
15524,0
15525,0
15526,1
15527,0
15528,1
15529,0
15530,1
15531,1
15532,0
15533,1
15534,0
15535,1
15536,1
15537,1
15538,0
15539,0
15540,0
15541,0
15542,1
15543,0
15544,0
15545,0
15546,1
15547,1
15548,1
15549,0
15550,1
15551,0
15552,0
15553,1
15554,0
15555,0
15556,1
15557,1
15558,1
15559,1
15560,0
15561,1
15562,0
15563,1
15564,0
15565,1
15566,0
15567,0
15568,1
15569,0
15570,0
15571,0
15572,1
15573,0
15574,0
15575,1
15576,0
15577,0
15578,0
15579,1
15580,1
15581,0
15582,1
15583,1
15584,0
15585,1
15586,0
15587,1
15588,0
15589,1
15590,0
15591,0
15592,0
15593,1
15594,1
15595,0
15596,0
15597,0
15598,1
15599,0
15600,1
15601,0
15602,0
15603,0
15604,0
15605,0
15606,1
15607,0
15608,0
15609,0
15610,0
15611,1
15612,1
15613,0
15614,0
15615,0
15616,1
15617,0
15618,1
15619,1
15620,1
15621,1
15622,0
15623,0
15624,1
15625,0
15626,0
15627,1
15628,1
15629,1
15630,0
15631,0
15632,0
15633,0
15634,0
15635,0
15636,1
15637,1
15638,1
15639,0
15640,1
15641,0
15642,1
15643,1
15644,0
15645,1
15646,0
15647,1
15648,0
15649,1
15650,1
15651,0
15652,1
15653,0
15654,1
15655,0
15656,0
15657,1
15658,0
15659,0
15660,0
15661,1
15662,1
15663,1
15664,1
15665,0
15666,0
15667,0
15668,0
15669,1
15670,0
15671,1
15672,0
15673,0
15674,1
15675,0
15676,1
15677,1
15678,1
15679,0
15680,1
15681,0
15682,0
15683,1
15684,1
15685,1
15686,1
15687,0
15688,0
15689,1
15690,1
15691,0
15692,1
15693,0
15694,0
15695,1
15696,0
15697,0
15698,1
15699,0
15700,0
15701,0
15702,1
15703,1
15704,0
15705,0
15706,0
15707,0
15708,0
15709,0
15710,0
15711,1
15712,0
15713,0
15714,1
15715,0
15716,1
15717,0
15718,1
15719,0
15720,0
15721,1
15722,0
15723,1
15724,0
15725,1
15726,1
15727,0
15728,1
15729,0
15730,1
15731,0
15732,1
15733,1
15734,1
15735,0
15736,0
15737,0
15738,0
15739,0
15740,1
15741,0
15742,1
15743,0
15744,1
15745,0
15746,0
15747,0
15748,0
15749,1
15750,0
15751,1
15752,1
15753,1
15754,0
15755,1
15756,1
15757,0
15758,0
15759,1
15760,1
15761,1
15762,0
15763,1
15764,1
15765,1
15766,1
15767,0
15768,1
15769,0
15770,1
15771,1
15772,1
15773,1
15774,0
15775,0
15776,0
15777,0
15778,0
15779,0
15780,0
15781,0
15782,0
15783,0
15784,1
15785,0
15786,1
15787,1
15788,0
15789,1
15790,1
15791,1
15792,0
15793,0
15794,1
15795,1
15796,0
15797,1
15798,1
15799,0
15800,0
15801,0
15802,0
15803,0
15804,1
15805,1
15806,1
15807,1
15808,1
15809,1
15810,1
15811,0
15812,0
15813,0
15814,1
15815,0
15816,0
15817,1
15818,0
15819,1
15820,0
15821,1
15822,0
15823,1
15824,1
15825,1
15826,0
15827,0
15828,1
15829,1
15830,1
15831,1
15832,1
15833,1
15834,1
15835,1
15836,1
15837,1
15838,1
15839,1
15840,1
15841,1
15842,1
15843,1
15844,1
15845,1
15846,1
15847,1
15848,0
15849,1
15850,0
15851,1
15852,0
15853,0
15854,1
15855,1
15856,1
15857,0
15858,1
15859,0
15860,1
15861,0
15862,1
15863,0
15864,0
15865,1
15866,1
15867,1
15868,1
15869,1
15870,0
15871,0
15872,0
15873,0
15874,0
15875,1
15876,1
15877,0
15878,1
15879,0
15880,0
15881,1
15882,0
15883,0
15884,1
15885,0
15886,1
15887,0
15888,1
15889,1
15890,0
15891,0
15892,1
15893,1
15894,1
15895,0
15896,0
15897,0
15898,1
15899,0
15900,1
15901,0
15902,1
15903,0
15904,0
15905,1
15906,1
15907,0
15908,1
15909,1
15910,1
15911,0
15912,1
15913,1
15914,1
15915,0
15916,1
15917,0
15918,0
15919,1
15920,1
15921,0
15922,1
15923,0
15924,0
15925,0
15926,1
15927,0
15928,0
15929,0
15930,0
15931,1
15932,0
15933,1
15934,0
15935,1
15936,1
15937,0
15938,1
15939,1
15940,1
15941,0
15942,0
15943,1
15944,0
15945,0
15946,0
15947,1
15948,0
15949,1
15950,0
15951,0
15952,1
15953,0
15954,1
15955,0
15956,1
15957,1
15958,0
15959,0
15960,1
15961,1
15962,1
15963,1
15964,0
15965,0
15966,1
15967,0
15968,1
15969,0
15970,0
15971,1
15972,1
15973,1
15974,0
15975,0
15976,0
15977,1
15978,1
15979,0
15980,1
15981,0
15982,1
15983,1
15984,0
15985,0
15986,1
15987,1
15988,1
15989,1
15990,1
15991,1
15992,0
15993,0
15994,1
15995,0
15996,0
15997,0
15998,0
15999,0
16000,1
16001,0
16002,0
16003,0
16004,0
16005,1
16006,1
16007,0
16008,1
16009,1
16010,1
16011,0
16012,0
16013,0
16014,0
16015,0
16016,0
16017,0
16018,1
16019,0
16020,1
16021,0
16022,0
16023,0
16024,0
16025,1
16026,0
16027,0
16028,1
16029,1
16030,1
16031,0
16032,1
16033,1
16034,1
16035,0
16036,0
16037,0
16038,0
16039,0
16040,1
